concept_id,concept_code,concept_name,vocabulary_id,cluster
44819694,40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44819695,404.11,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44819695,40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44819696,404.91,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44819696,40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44820856,404.13,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44820856,40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44820970,585.4,"Chronic kidney disease, Stage IV (severe)",ICD9CM,CKD_allstage
44820970,5854,"Chronic kidney disease, Stage IV (severe)",ICD9CM,CKD_allstage
44821950,404.92,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44821950,40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44824235,404.93,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44824235,40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44825426,403.01,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44825426,40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44827780,404,Hypertensive heart and chronic kidney disease,ICD9CM,CKD_allstage
44827888,585.3,"Chronic kidney disease, Stage III (moderate)",ICD9CM,CKD_allstage
44827888,5853,"Chronic kidney disease, Stage III (moderate)",ICD9CM,CKD_allstage
44827889,585.6,End stage renal disease,ICD9CM,CKD_allstage
44827889,5856,End stage renal disease,ICD9CM,CKD_allstage
44828971,403.91,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44828971,40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44830172,585,Chronic kidney disease (CKD),ICD9CM,CKD_allstage
44830173,585.2,"Chronic kidney disease, Stage II (mild)",ICD9CM,CKD_allstage
44830173,5852,"Chronic kidney disease, Stage II (mild)",ICD9CM,CKD_allstage
44831068,285.21,Anemia in chronic kidney disease,ICD9CM,CKD_allstage
44831068,28521,Anemia in chronic kidney disease,ICD9CM,CKD_allstage
44831231,403.11,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44831231,40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44831232,404.02,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44831232,40402,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44832367,403,Hypertensive chronic kidney disease,ICD9CM,CKD_allstage
44832368,403,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44832368,40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44832369,404,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44832369,40400,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44833558,403,"Hypertensive chronic kidney disease, malignant",ICD9CM,CKD_allstage
44833558,4030,"Hypertensive chronic kidney disease, malignant",ICD9CM,CKD_allstage
44833559,404,"Hypertensive heart and chronic kidney disease, malignant",ICD9CM,CKD_allstage
44833559,4040,"Hypertensive heart and chronic kidney disease, malignant",ICD9CM,CKD_allstage
44833560,404.12,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44833560,40412,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease",ICD9CM,CKD_allstage
44835922,403.1,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44835922,40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44835923,403.9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44835923,40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44835924,404.9,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44835924,40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified",ICD9CM,CKD_allstage
44836035,585.9,"Chronic kidney disease, unspecified",ICD9CM,CKD_allstage
44836035,5859,"Chronic kidney disease, unspecified",ICD9CM,CKD_allstage
44837191,585.1,"Chronic kidney disease, Stage I",ICD9CM,CKD_allstage
44837191,5851,"Chronic kidney disease, Stage I",ICD9CM,CKD_allstage
44837192,585.5,"Chronic kidney disease, Stage V",ICD9CM,CKD_allstage
44837192,5855,"Chronic kidney disease, Stage V",ICD9CM,CKD_allstage
45534123,N18.8,Other chronic renal failure,ICD10,CKD_allstage
45534123,N188,Other chronic renal failure,ICD10,CKD_allstage
45534171,O10.219,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM,CKD_allstage
45534171,O10219,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM,CKD_allstage
45534172,O10.22,Pre-existing hypertensive chronic kidney disease complicating childbirth,ICD10CM,CKD_allstage
45534172,O1022,Pre-existing hypertensive chronic kidney disease complicating childbirth,ICD10CM,CKD_allstage
45539086,O10.23,Pre-existing hypertensive chronic kidney disease complicating the puerperium,ICD10CM,CKD_allstage
45539086,O1023,Pre-existing hypertensive chronic kidney disease complicating the puerperium,ICD10CM,CKD_allstage
45539087,O10.319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM,CKD_allstage
45539087,O10319,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, unspecified trimester",ICD10CM,CKD_allstage
45543164,I13.10,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",ICD10CM,CKD_allstage
45543164,I1310,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",ICD10CM,CKD_allstage
45543858,N18.3,"Chronic kidney disease, stage 3",ICD10,CKD_allstage
45543858,N183,"Chronic kidney disease, stage 3",ICD10,CKD_allstage
45547621,E10.22,Type 1 diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45547621,E1022,Type 1 diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45548653,N18.6,End stage renal disease,ICD10CM,CKD_allstage
45548653,N186,End stage renal disease,ICD10CM,CKD_allstage
45548697,O10.212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",ICD10CM,CKD_allstage
45548697,O10212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",ICD10CM,CKD_allstage
45552372,E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45552372,E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45553437,N18.2,"Chronic kidney disease, stage 2",ICD10,CKD_allstage
45553437,N182,"Chronic kidney disease, stage 2",ICD10,CKD_allstage
45553438,N18.9,"Chronic kidney disease, unspecified",ICD10,CKD_allstage
45553438,N189,"Chronic kidney disease, unspecified",ICD10,CKD_allstage
45557089,D63.1,Anemia in chronic kidney disease,ICD10CM,CKD_allstage
45557089,D631,Anemia in chronic kidney disease,ICD10CM,CKD_allstage
45558201,O10.313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",ICD10CM,CKD_allstage
45558201,O10313,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, third trimester",ICD10CM,CKD_allstage
45558202,O10.32,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,ICD10CM,CKD_allstage
45558202,O1032,Pre-existing hypertensive heart and chronic kidney disease complicating childbirth,ICD10CM,CKD_allstage
45561945,E09.22,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45561945,E0922,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45561955,E13.22,Other specified diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45561955,E1322,Other specified diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45567886,O10.211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",ICD10CM,CKD_allstage
45567886,O10211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",ICD10CM,CKD_allstage
45577557,O10.312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",ICD10CM,CKD_allstage
45577557,O10312,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, second trimester",ICD10CM,CKD_allstage
45582391,N18,Chronic kidney disease,ICD10,CKD_allstage
45582392,N18.1,"Chronic kidney disease, stage 1",ICD10,CKD_allstage
45582392,N181,"Chronic kidney disease, stage 1",ICD10,CKD_allstage
45582393,N18.4,"Chronic kidney disease, stage 4",ICD10,CKD_allstage
45582393,N184,"Chronic kidney disease, stage 4",ICD10,CKD_allstage
45582394,N18.5,"Chronic kidney disease, stage 5",ICD10,CKD_allstage
45582394,N185,"Chronic kidney disease, stage 5",ICD10,CKD_allstage
45582443,O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",ICD10,CKD_allstage
45582443,O102,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",ICD10,CKD_allstage
45582444,O10.33,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,ICD10CM,CKD_allstage
45582444,O1033,Pre-existing hypertensive heart and chronic kidney disease complicating the puerperium,ICD10CM,CKD_allstage
45587280,O10.213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",ICD10CM,CKD_allstage
45587280,O10213,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, third trimester",ICD10CM,CKD_allstage
45587281,O10.311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",ICD10CM,CKD_allstage
45587281,O10311,"Pre-existing hypertensive heart and chronic kidney disease complicating pregnancy, first trimester",ICD10CM,CKD_allstage
45595797,E11.22,Type 2 diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45595797,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease,ICD10CM,CKD_allstage
45596188,I13.11,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",ICD10CM,CKD_allstage
45596188,I1311,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",ICD10CM,CKD_allstage
45601717,N18.0,End-stage renal disease,ICD10,CKD_allstage
45601717,N180,End-stage renal disease,ICD10,CKD_allstage
45757137,10757401000119104,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth,SNOMED,CKD_allstage
45757139,10757481000119107,Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy,SNOMED,CKD_allstage
45757356,1.18781E+14,Pre-existing hypertensive chronic kidney disease in mother complicating pregnancy,SNOMED,CKD_allstage
45757392,1.27991E+14,Hypertension concurrent and due to end stage renal disease on dialysis due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45757393,1.28001E+14,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45757444,1.40101E+14,Hypertension in chronic kidney disease stage 5 due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45757445,1.40111E+14,Hypertension in chronic kidney disease stage 4 due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45757446,1.40121E+14,Hypertension in chronic kidney disease stage 3 due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45757447,1.40131E+14,Hypertension in chronic kidney disease stage 2 due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45763854,700378005,Chronic kidney disease stage 3A,SNOMED,CKD_allstage
45763855,700379002,Chronic kidney disease stage 3B,SNOMED,CKD_allstage
45768812,707323002,Anemia in chronic kidney disease,SNOMED,CKD_allstage
45768813,707324008,Anemia in end stage renal disease,SNOMED,CKD_allstage
45769901,9.0731E+13,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45769902,9.0751E+13,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45769903,9.0761E+13,Chronic kidney disease stage 5 due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45769904,9.0771E+13,End stage renal disease on dialysis due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45769906,9.0791E+13,End stage renal disease on dialysis due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45771064,7.1421E+13,Hypertension in chronic kidney disease due to type 2 diabetes mellitus,SNOMED,CKD_allstage
45771067,7.1701E+13,Hypertension in chronic kidney disease due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45771075,9.0741E+13,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45772751,704667004,Hypertension concurrent and due to end stage renal disease on dialysis,SNOMED,CKD_allstage
45773576,9.0721E+13,Chronic kidney disease stage 1 due to type 1 diabetes mellitus,SNOMED,CKD_allstage
45773688,9.6441E+13,Chronic kidney disease due to type 1 diabetes mellitus,SNOMED,CKD_allstage
46270353,2.84961E+14,Chronic kidney disease due to benign hypertension,SNOMED,CKD_allstage
46270354,2.84971E+14,Chronic kidney disease stage 1 due to benign hypertension,SNOMED,CKD_allstage
46270355,2.84981E+14,Chronic kidney disease stage 2 due to benign hypertension,SNOMED,CKD_allstage
46270356,2.85011E+14,Chronic kidney disease stage 5 due to benign hypertension,SNOMED,CKD_allstage
46271022,709044004,Chronic kidney disease,SNOMED,CKD_allstage
46273164,712487000,End stage renal disease due to benign hypertension,SNOMED,CKD_allstage
46273514,2.85001E+14,Chronic kidney disease stage 4 due to benign hypertension,SNOMED,CKD_allstage
46273636,2.84991E+14,Chronic kidney disease stage 3 due to benign hypertension,SNOMED,CKD_allstage
46284080,9.39211E+14,Chronic kidney disease resolved,SNOMED,CKD_allstage
46284566,9.49401E+14,CKD G1A1 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A1,SNOMED,CKD_allstage
46284567,9.49421E+14,CKD G1A2 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A2,SNOMED,CKD_allstage
46284570,9.49481E+14,CKD G1A3 - chronic kidney disease with glomerular filtration rate category G1 and albuminuria category A3,SNOMED,CKD_allstage
46284572,9.49521E+14,CKD G2A1 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A1,SNOMED,CKD_allstage
46284575,9.49621E+14,CKD G2A3 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A3,SNOMED,CKD_allstage
46284587,9.49881E+14,CKD G3aA1 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1,SNOMED,CKD_allstage
46284588,9.49921E+14,CKD G3aA3 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3,SNOMED,CKD_allstage
46284591,9.50061E+14,CKD G3bA1 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1,SNOMED,CKD_allstage
46284592,9.50081E+14,CKD G3bA2 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2,SNOMED,CKD_allstage
46284593,9.50101E+14,CKD G3bA3 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3,SNOMED,CKD_allstage
46284597,9.50181E+14,CKD G4A1 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1,SNOMED,CKD_allstage
46284598,9.50211E+14,CKD G4A2 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2,SNOMED,CKD_allstage
46284599,9.50231E+14,CKD G4A3 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3,SNOMED,CKD_allstage
46284600,9.50251E+14,CKD G5A1 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1,SNOMED,CKD_allstage
46284602,9.50291E+14,CKD G5A2 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2,SNOMED,CKD_allstage
46284603,9.50311E+14,CKD G5A3 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3,SNOMED,CKD_allstage
46286992,9.49901E+14,CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2,SNOMED,CKD_allstage
46287169,9.49561E+14,CKD G2A2 - chronic kidney disease with glomerular filtration rate category G2 and albuminuria category A2,SNOMED,CKD_allstage
193782,58797008,End-stage renal disease,SNOMED,ESKD
762973,58797008,Hypertensive end stage renal disease,SNOMED,ESKD
4030520,58797008,End stage renal failure on dialysis,SNOMED,ESKD
4125970,58797008,End stage renal failure with renal transplant,SNOMED,ESKD
4128200,58797008,End stage renal failure untreated by renal replacement therapy,SNOMED,ESKD
4177685,58797008,Dependence on peritoneal dialysis due to end stage renal disease,SNOMED,ESKD
4181476,58797008,Dependence on hemodialysis due to end stage renal disease,SNOMED,ESKD
36713020,58797008,Hyperparathyroidism due to end stage renal disease on dialysis,SNOMED,ESKD
37018886,58797008,End stage renal disease due to hypertension,SNOMED,ESKD
43020455,58797008,Malignant hypertensive end stage renal disease,SNOMED,ESKD
44782813,58797008,Hypertensive renal disease with end stage renal failure,SNOMED,ESKD
45768813,58797008,Anemia in end stage renal disease,SNOMED,ESKD
45772751,58797008,Hypertension concurrent and due to end stage renal disease on dialysis,SNOMED,ESKD